pmcid,issn,pubtype,pubdate
27569055,0887-7963,Journal Article,2017/01/01
27569879,1995-7645,Journal Article,2016/08/01
27570082,2352-3026,Editorial,2016/09/01
27571349,1078-8956,Journal Article,2016/10/01
27572177,2058-5276,Editorial,2016/02/15
27572275,1935-7893,Journal Article,2017/06/01
27572514,1935-7893,Journal Article,2017/06/01
27573074,1052-9276,Editorial,2016/09/01
27573233,1474-1776,Journal Article,2016/08/30
27573577,1740-1526,Journal Article,2016/11/01
27573623,0002-9637,Journal Article,2016/11/02
27573961,1472-0795,Letter,2016/08/01
27578809,0261-4189,Journal Article,2016/10/17
27578819,1058-4838,Journal Article,2016/12/15
27579558,0028-4793,Letter,2016/10/20
27579616,1949-2553,Editorial,2016/09/27
27580721,0305-1048,Journal Article,2016/10/14
27581052,0959-8138,News,2016/08/31
27581122,0074-0276,Journal Article,2016/08/01
27581255,0091-6765,Journal Article,2016/09/01
27581979,0022-538X,Journal Article,2016/10/28
27582188,0028-0836,Comment,2016/09/01
27582197,0028-0836,Journal Article,2016/09/01
27583097,1937-8688,Journal Article,2016/05/09
27583132,2046-1402,Journal Article,2016/07/05
27584546,1940-087X,Journal Article,2016/08/23
27584610,1517-5693,Journal Article,2016/08/01
27584813,1932-6203,Journal Article,2016/09/01
27584942,0149-2195,Journal Article,2016/09/02
27585037,0149-2195,Journal Article,2016/09/02
27585248,0149-2195,Journal Article,2016/09/02
27586510,1477-8939,Letter,2016/01/01
27587826,2169-8287,Journal Article,2016/09/01
27588363,1093-3263,Journal Article,2016/09/01
27588756,1935-2727,Journal Article,2016/09/02
27589583,1526-8004,Journal Article,2016/09/01
27589884,0010-7824,Journal Article,2017/01/01
27590716,1567-1348,Journal Article,2016/11/01
27590737,1744-1692,Journal Article,2017/01/01
27592842,0739-4462,Journal Article,2016/11/01
27593186,1470-0328,Journal Article,2017/03/01
27593350,0269-7491,Journal Article,2016/11/01
27593583,1473-3099,Journal Article,2016/11/01
27593584,1473-3099,Journal Article,2016/11/01
27593704,1052-9276,Journal Article,2016/11/01
27595140,2379-3708,Journal Article,2016/08/18
27596253,0959-8138,News,2016/09/05
27596376,1386-6532,Journal Article,2016/10/01
27596624,1469-221X,Journal Article,2016/10/01
27597462,0140-6736,Letter,2016/08/27
27598421,1935-2727,Journal Article,2016/09/06
27598870,1386-6532,Journal Article,2016/10/01
27599081,0036-3634,Evaluation Studies,2016/08/01
27599407,1471-4906,Journal Article,2016/10/01
27599469,2222-1751,Journal Article,2016/09/07
27599470,2222-1751,Journal Article,2016/09/07
27599648,1473-3099,Journal Article,2016/05/01
27599795,1201-9712,Editorial,2016/10/01
27600176,1341-321X,Journal Article,2017/02/01
27601223,1058-4838,Journal Article,2016/12/15
27601517,0002-9637,Journal Article,2016/11/02
27601533,1195-1982,Journal Article,2016/09/05
27601578,2150-7511,Journal Article,2016/09/06
27603093,2164-5515,Journal Article,2016/12/01
27603528,0735-1631,Journal Article,2016/09/01
27603576,1080-6040,Journal Article,2016/11/01
27604059,0146-6615,Journal Article,2016/12/01
27604081,1741-7015,Editorial,2016/09/07
27604128,0944-1344,Journal Article,2016/11/01
27605056,1025-496X,Journal Article,2016/09/01
27605159,1025-496X,Journal Article,2016/09/01
27606053,2046-1402,Journal Article,2016/08/09
27607566,1526-8004,Journal Article,2016/09/01
27608262,0003-9985,Journal Article,2017/01/01
27609128,0959-8138,News,2016/09/08
27609862,0036-8075,Editorial,2016/09/09
27609872,0036-8075,Comment,2016/09/09
27610070,1658-3639,Editorial,2016/07/01
27610098,1664-302X,Journal Article,2016/08/25
27610587,0883-9441,Journal Article,2017/02/01
27611658,2169-1401,Journal Article,2017/11/01
27612155,1526-8004,Journal Article,2016/09/01
27612156,1526-8004,Journal Article,2016/09/01
27612157,1526-8004,Journal Article,2016/09/01
27612158,1526-8004,Journal Article,2016/09/01
27612415,2211-1247,Journal Article,2016/09/20
27613665,1046-7408,Journal Article,2016/11/01
27614319,1386-6532,Journal Article,2016/10/01
27615590,2046-2336,Journal Article,2016/09/12
27617166,2157-3999,Journal Article,2016/06/08
27617170,2157-3999,Journal Article,2016/08/16
27617189,2211-3355,Editorial,2016/08/12
27617352,1080-6040,Letter,2016/12/01
27617437,0730-2312,Journal Article,2017/03/01
27617732,1087-2108,Letter,2016/07/15
27617787,2168-6203,Journal Article,2016/11/01
27617894,2168-6203,Journal Article,2016/11/01
27618294,1526-8004,Journal Article,2016/09/01
27618295,1526-8004,Journal Article,2016/09/01
27618573,1080-6040,Journal Article,2017/01/01
27618651,1078-8956,Journal Article,2016/11/01
27620510,0950-2688,Journal Article,2017/01/01
27621340,0029-2559,Journal Article,2016/09/01
27621342,0029-2559,Journal Article,2016/09/01
27622433,0120-4157,Journal Article,2016/03/03
27622492,0120-4157,Journal Article,2016/06/03
27623030,2373-8227,Journal Article,2016/03/11
27623452,0098-7484,Journal Article,2016/09/13
27623840,0959-8138,Journal Article,2016/09/13
27625288,0028-3886,Letter,2016/09/01
27626161,0004-2749,Letter,2016/07/01
27626374,0028-0836,Journal Article,2016/11/10
27627314,2470-0045,Journal Article,2016/08/01
27627457,1547-3287,Journal Article,2016/11/15
27627657,1526-8004,Journal Article,2016/09/01
27628851,1751-3758,Journal Article,2017/03/01
27629599,0959-8138,Letter,2016/09/14
27629942,1600-6135,Journal Article,2017/03/01
27630820,2214-2509,Journal Article,2016/07/22
27630846,2249-782X,Journal Article,2016/07/01
27631467,0149-2195,Journal Article,2016/09/16
27631604,0149-2195,Journal Article,2016/09/16
27632055,2168-6165,Journal Article,2016/11/01
27633273,2045-2322,Journal Article,2016/09/16
27633296,1995-7645,Journal Article,2016/09/01
27633330,2211-1247,Journal Article,2016/09/20
27633426,2214-109X,Letter,2016/10/01
27636525,0003-9985,Journal Article,2017/01/01
27637419,1201-9712,Journal Article,2016/10/01
27638290,0959-8138,Journal Article,2016/09/16
27639453,1201-9712,Letter,2016/10/01
27639850,0160-4120,Journal Article,2016/11/01
27640519,0037-5675,Journal Article,2016/10/01
27641566,0029-6570,Journal Article,2016/08/24
27641776,1473-3099,Journal Article,2016/12/01
27641777,1473-3099,Journal Article,2016/12/01
27643596,1935-2727,Journal Article,2016/09/19
27643685,1935-2727,Journal Article,2016/09/19
27644020,0960-7692,Journal Article,2016/09/19
27644171,1246-7820,Journal Article,2016/11/01
27645608,0732-8893,Evaluation Studies,2016/12/01
27645783,0002-9637,Journal Article,2016/11/02
27645785,0002-9637,Journal Article,2016/11/02
27647195,0366-6999,Journal Article,2016/10/05
27647685,1600-6135,Journal Article,2017/03/01
27648063,1682-024X,Journal Article,2016/07/01
27650293,1808-8694,Letter,2017/01/01
27650447,0301-1623,Letter,2016/12/01
27650556,0009-7330,Journal Article,2016/11/11
27650823,0011-9059,Historical Article,2016/12/01
27651092,2222-1751,Journal Article,2016/09/21
27652985,0022-3859,Journal Article,2016/09/21
27653360,0074-0276,Journal Article,2016/09/01
27653589,0028-4793,Letter,2016/09/22
27653905,0022-510X,Letter,2016/10/15
27654889,1935-2727,Journal Article,2016/09/21
27654962,1935-2727,Journal Article,2016/09/21
27656170,1664-302X,Comment,2016/09/07
27656926,1726-4634,Journal Article,2016/06/01
27658737,2352-3964,Journal Article,2016/10/01
27659038,2045-2322,Journal Article,2016/09/23
27660733,2157-3999,Journal Article,2016/07/05
27662643,0300-5577,Journal Article,2017/02/01
27663284,1477-8939,Editorial,2016/01/01
27664127,1756-3305,Journal Article,2016/09/23
27664930,1201-9712,Journal Article,2016/10/01
27665517,0956-5663,Evaluation Studies,2017/01/15
27666816,1568-9972,Journal Article,2017/01/01
27668909,1124-9390,Journal Article,2016/09/01
27670692,2047-7724,Journal Article,2016/01/01
27671098,0146-6615,Letter,2017/01/01
27673286,1543-0790,Journal Article,2016/09/01
27673295,0098-7484,Journal Article,2016/09/27
27673296,0098-7484,Journal Article,2016/09/27
27673425,0031-3998,Journal Article,2017/01/01
27676336,1473-3099,Journal Article,2016/10/01
27676337,1473-3099,Journal Article,2016/10/01
27676340,1473-3099,Letter,2016/10/01
27676341,1473-3099,Letter,2016/10/01
27676342,1473-3099,Letter,2016/10/01
27676343,1473-3099,Letter,2016/10/01
27678028,0166-0934,Journal Article,2016/12/01
27679523,1178-6302,Editorial,2016/09/18
27679623,1664-302X,Journal Article,2016/09/13
27679739,2157-3999,Journal Article,2016/09/07
27679755,2214-2509,Journal Article,2016/09/15
27681219,1641-9251,Letter,2016/01/01
27681334,0003-9985,Journal Article,2017/01/01
27681699,0028-4793,Letter,2016/11/10
27682031,0028-4793,Journal Article,2016/09/29
27682032,0028-4793,Journal Article,2016/09/29
27682065,1058-4838,Letter,2017/01/01
27682644,1573-4099,Editorial,2016/01/01
27683027,1756-994X,Journal Article,2016/09/29
27683255,1073-6085,Journal Article,2016/12/01
27684046,1025-496X,Journal Article,2016/09/15
27684333,1473-3099,Journal Article,2016/09/01
27684526,1025-496X,Journal Article,2016/09/22
27684886,0149-2195,Journal Article,2016/09/30
27685812,2168-6165,Journal Article,2016/11/01
27686610,1476-0711,Journal Article,2016/09/29
27686742,2045-2322,Journal Article,2016/09/30
27687267,0042-4900,Journal Article,2016/10/01
27687478,1478-6419,Journal Article,2017/02/01
27687554,0301-1623,Letter,2016/12/01
27688094,2352-3964,Journal Article,2016/10/01
27688194,0001-7310,Editorial,2016/10/01
27690112,2075-4450,Journal Article,2016/09/28
27690200,2047-7724,Journal Article,2016/01/01
27692070,2050-084X,Journal Article,2016/10/01
27692879,1471-4914,Journal Article,2016/11/01
27693104,2352-3964,Journal Article,2016/10/01
27693308,1931-3128,Journal Article,2016/10/12
27693357,0092-8674,Journal Article,2016/10/20
27693616,1477-8939,Journal Article,2016/01/01
27694072,2261-3684,Journal Article,2016/08/01
27694479,1058-4838,Journal Article,2017/01/01
27694629,0961-2033,Journal Article,2017/07/01
27694931,1078-8956,Journal Article,2016/12/01
27695847,2168-6149,Journal Article,2016/12/01
27695855,2168-6149,Journal Article,2016/12/01
27702593,0163-7827,Journal Article,2016/10/01
27702683,1477-8939,Journal Article,2016/01/01
27703544,0351-0026,Journal Article,2016/09/13
27704051,2379-5042,Journal Article,2016/09/28
27704772,2373-8227,Journal Article,2016/11/11
27704909,0003-9985,Journal Article,2017/01/01
27705077,0028-4793,Comment,2016/10/20
27705091,0028-4793,Journal Article,2016/10/20
27706105,2075-4450,Journal Article,2016/10/03
27706161,1935-2727,Journal Article,2016/10/05
27706382,0074-0276,Journal Article,2016/10/01
27707632,1876-0341,Journal Article,2017/01/01
27707728,0959-8138,Letter,2016/10/05
27708030,0036-8075,Letter,2016/09/23
27708058,0036-8075,Journal Article,2016/10/14
27708473,0042-9686,Historical Article,2016/09/01
27708476,0042-9686,Journal Article,2016/09/01
27711033,0149-2195,Journal Article,2016/10/07
27711041,0149-2195,Journal Article,2016/10/07
27712118,1478-7210,Journal Article,2016/12/01
27713505,2045-2322,Journal Article,2016/10/07
27714487,1867-1071,Journal Article,2016/12/01
27714789,0014-5793,Letter,2016/10/01
27716242,1743-422X,Journal Article,2016/10/06
27716392,1756-3305,Journal Article,2016/10/04
27716414,2047-217X,Journal Article,2016/10/06
27717314,1471-2334,Journal Article,2016/10/07
27717627,2352-3964,Journal Article,2016/11/01
27717945,0043-5147,Journal Article,2016/01/01
27719988,0733-8619,Journal Article,2016/11/01
27721110,1386-6532,Journal Article,2016/11/01
27723844,1932-6203,Journal Article,2016/10/10
27726416,0003-9985,Journal Article,2017/01/01
27729183,0887-8994,Letter,2016/12/01
27729201,0929-6646,Journal Article,2017/05/01
27729407,0950-1991,Journal Article,2016/11/15
27729507,2150-7511,Journal Article,2016/10/11
27729643,2222-1751,Journal Article,2016/10/12
27729840,1598-866X,Journal Article,2016/09/01
27730165,2312-0541,Editorial,2016/03/17
27731495,0041-1132,Journal Article,2017/03/01
27731557,0004-5772,Journal Article,2016/03/01
27736642,1931-3128,Comment,2016/10/12
27737553,2373-8227,Journal Article,2016/10/14
27738033,2169-8287,Journal Article,2016/10/13
27741183,0029-7844,Journal Article,2016/11/01
27741537,0100-7203,Journal Article,2016/12/01
27742170,0190-9622,Journal Article,2017/01/01
27742355,0048-3575,Journal Article,2016/10/01
27743307,0300-8126,Journal Article,2017/02/01
27743310,0092-8240,Journal Article,2016/11/01
27743485,1600-6135,Editorial,2017/03/01
27743683,0213-005X,Journal Article,2016/10/12
27743747,0887-8994,Journal Article,2016/12/01
27746763,1664-2295,Journal Article,2016/09/30
27746901,2046-1402,Journal Article,2016/03/03
27746903,2046-1402,Journal Article,2016/08/04
27747251,2328-8957,Journal Article,2016/08/30
27747912,0197-3851,Comment,2016/10/01
27748649,1080-6040,Journal Article,2017/01/01
27748650,1080-6040,Journal Article,2017/01/01
27748784,0304-4602,Editorial,2016/09/01
27749669,0749-5161,Journal Article,2016/10/01
27751615,0196-6553,Letter,2016/12/01
27751616,0196-6553,Journal Article,2016/12/01
27751766,2352-3964,Letter,2016/11/01
27751882,0168-1702,Journal Article,2017/01/02
27752039,1001-0602,Journal Article,2016/11/01
27754830,0959-8138,News,2016/10/17
27755638,0098-7484,Journal Article,2016/10/18
27757256,2094-7321,Journal Article,2016/03/31
27757795,2095-0217,Journal Article,2016/12/01
27758685,1871-5265,Journal Article,2017/01/01
27759009,2045-2322,Journal Article,2016/10/19
27759344,0004-5772,Journal Article,2016/07/01
27759838,1679-4508,Comment,2016/07/01
27759862,2325-8160,Journal Article,2016/10/01
27763483,0022-3859,Journal Article,2016/10/01
27763656,0019-2805,Journal Article,2017/02/01
27763787,0003-9985,Journal Article,2017/01/01
27763793,0003-9985,Journal Article,2017/01/01
27763795,0003-9985,Journal Article,2017/01/01
27764076,0149-2195,Journal Article,2016/10/21
27764114,1935-2727,Journal Article,2016/10/20
27764115,1935-2727,Journal Article,2016/10/20
27765639,2352-3964,Letter,2016/11/01
27766638,0269-5022,Journal Article,2016/11/01
27767924,1080-6040,Journal Article,2016/11/01
27767931,1080-6040,Journal Article,2016/11/01
27768689,1935-2727,Evaluation Studies,2016/10/21
27770704,1879-6257,Journal Article,2016/12/01
27770843,0002-9343,Letter,2016/11/01
27773535,1931-3128,Journal Article,2016/11/09
27773536,1931-3128,Journal Article,2016/11/09
27774987,2045-2322,Journal Article,2016/10/24
27775162,0269-283X,Journal Article,2017/03/01
27775637,1661-7827,Journal Article,2016/10/20
27776026,0893-2190,Journal Article,2016/10/01
27776548,1742-2094,Journal Article,2016/10/24
27776823,0196-6553,Journal Article,2017/03/01
27776956,0213-4853,Letter,2016/10/21
27779466,1080-6040,Journal Article,2017/01/01
27779781,0277-0008,Journal Article,2016/12/01
27780196,1549-1277,Journal Article,2016/10/25
27780969,2222-1751,Letter,2016/10/26
27781090,2046-1402,Journal Article,2016/08/31
27783679,1935-2727,Journal Article,2016/10/26
27783682,1935-2727,Journal Article,2016/10/26
27783802,1413-8123,Journal Article,2016/10/01
27784079,0098-7484,Journal Article,2016/10/25
27787288,1040-872X,Journal Article,2016/12/01
27787490,0149-2195,Journal Article,2016/10/28
27787521,2041-4889,Journal Article,2016/10/27
27788336,0003-9985,Journal Article,2017/01/01
27788396,1476-9271,Journal Article,2016/12/01
27788398,1059-1311,Letter,2016/12/01
27788975,1473-3099,Letter,2016/11/01
27789523,0261-4189,Journal Article,2016/12/15
27792777,1935-2727,Journal Article,2016/10/28
27793644,0166-0934,Journal Article,2016/12/01
27794382,1995-7645,Letter,2016/10/01
27794383,1995-7645,Letter,2016/10/01
27794731,0029-6570,Journal Article,2016/09/07
27795432,0022-538X,Journal Article,2016/12/16
27797853,1469-221X,Journal Article,2016/12/01
27798603,0028-0836,Journal Article,2016/12/15
27799296,0022-3050,Journal Article,2017/03/01
27800692,1040-841X,Journal Article,2017/08/01
27801647,0091-6765,Published Erratum,2016/11/01
27801807,1420-3049,Journal Article,2016/10/27
27802398,8756-971X,Journal Article,2016/09/01
27802403,8756-971X,Journal Article,2016/09/01
27802406,8756-971X,Journal Article,2016/09/01
27802535,0098-7484,Journal Article,2016/11/01
27804004,1867-1071,Comment,2017/01/01
27805221,1742-206X,Journal Article,2016/12/20
27805547,1080-6040,Journal Article,2017/01/01
27806047,1935-2727,Journal Article,2016/11/02
27807228,0022-538X,Journal Article,2017/01/03
27807296,0002-9637,Journal Article,2016/11/02
27807657,0304-8608,Journal Article,2017/02/01
27808208,0028-0836,News,2016/11/03
27809220,2075-4450,Journal Article,2016/10/30
27809228,2075-4450,Journal Article,2016/10/31
27810502,1567-1348,Journal Article,2017/03/01
27811226,1757-9139,Journal Article,2016/11/01
27812357,1664-302X,Journal Article,2016/10/20
27812601,0074-0276,Journal Article,2016/12/01
27812645,0037-8682,Editorial,2016/09/01
27812646,0037-8682,Journal Article,2016/09/01
27812648,0037-8682,Journal Article,2016/09/01
27812690,2168-6203,Journal Article,2017/03/01
27812710,0038-4348,Journal Article,2016/11/01
27814481,1934-5909,Published Erratum,2016/11/03
27814732,1743-422X,Journal Article,2016/11/04
27815125,0166-3542,Journal Article,2017/01/01
27815145,2214-109X,Letter,2016/12/01
27815146,2214-109X,Letter,2016/12/01
27815235,0959-8138,Journal Article,2016/07/27
27815736,0932-0113,Journal Article,2017/02/01
27818091,1517-8382,Journal Article,2016/12/01
27819683,0028-0836,Journal Article,2016/12/15
27821513,0961-2033,Journal Article,2017/05/01
27821887,0042-9686,Journal Article,2016/11/01
27822207,1664-302X,Journal Article,2016/10/24
27822403,2091-0800,Editorial,2016/06/30
27824100,2045-2322,Journal Article,2016/11/08
27824536,0891-1150,Journal Article,2016/11/01
27824828,1087-0156,Journal Article,2016/11/08
27825343,1741-7007,Journal Article,2016/11/08
27826073,1477-8939,Comment,2017/01/01
27827826,0006-4971,Letter,2017/01/12
27829439,1742-4682,Journal Article,2016/11/09
27829655,1555-7960,Journal Article,2016/10/01
27830429,1867-1071,Comment,2017/01/01
27831765,1746-0913,Journal Article,2016/12/01
27832051,0149-2195,Journal Article,2016/11/11
27832058,1935-2727,Journal Article,2016/11/10
27832129,1932-6203,Journal Article,2016/11/10
27832245,2168-6165,Journal Article,2016/12/01
27832267,2168-6165,Journal Article,2016/12/01
27832453,1523-3847,Journal Article,2016/12/01
27832715,2169-1401,Journal Article,2016/11/10
27832979,1201-9712,Journal Article,2017/01/01
27833670,1936-900X,Journal Article,2016/11/01
27834272,0959-8138,Editorial,2016/11/10
27835759,1386-6532,Journal Article,2016/12/01
27835966,1471-2334,Journal Article,2016/11/11
27837933,0301-2115,Letter,2016/12/01
27838352,0166-3542,Journal Article,2017/01/01
27838728,0098-7484,Journal Article,2016/11/15
27842986,0022-510X,Journal Article,2017/01/15
27843157,0042-9686,Editorial,2016/10/01
27843167,0042-9686,Journal Article,2016/10/01
27843766,2213-5960,Journal Article,2016/10/14
27845325,2041-1723,Journal Article,2016/11/15
27845968,1040-8703,Journal Article,2017/02/01
27846442,1755-4365,Journal Article,2016/12/01
27846847,1742-4690,Editorial,2016/11/15
27848922,0003-3898,Journal Article,2016/12/01
27848978,2045-2322,Journal Article,2016/11/16
27849039,2045-2322,Journal Article,2016/11/16
27849599,0027-8424,Journal Article,2016/11/29
27852793,0022-1007,Journal Article,2016/12/12
27852856,0022-538X,Letter,2017/01/18
27853521,2046-1402,Journal Article,2016/10/20
27855041,1080-6040,Letter,2017/01/01
27855206,1553-7366,Journal Article,2016/11/17
27855636,1471-2334,Journal Article,2016/11/17
27855644,1471-2334,Journal Article,2016/11/17
27857129,1759-5029,Journal Article,2017/01/01
27858969,1934-8525,Journal Article,2016/11/18
27859375,0146-6615,Journal Article,2017/09/01
27860092,1470-0328,Journal Article,2017/03/01
27862008,0146-6615,Journal Article,2017/06/01
27862959,1539-0136,Journal Article,2017/01/01
27863275,0042-6822,Journal Article,2017/01/15
27864138,0367-326X,Journal Article,2017/01/01
27865425,0014-2565,Journal Article,2017/04/01
27866470,1741-7015,Editorial,2016/11/21
27866593,0002-9343,Letter,2016/12/01
27866611,0141-0229,Journal Article,2016/12/01
27866627,0141-0229,Journal Article,2016/12/01
27866982,0006-291X,Journal Article,2017/10/28
27867910,2235-2988,Journal Article,2016/11/04
27868270,1046-7408,Comment,2017/02/01
27868318,1046-7408,Journal Article,2017/02/01
27869391,0120-4157,Journal Article,2016/09/01
27869394,0120-4157,Journal Article,2016/09/01
27869724,2075-4450,Journal Article,2016/11/18
27869959,1679-4974,Journal Article,2016/04/01
27869964,1679-4974,Editorial,2016/10/01
27869981,1679-4974,Journal Article,2016/10/01
27869982,1679-4974,Journal Article,2016/10/01
27870688,1040-8703,Journal Article,2017/02/01
27870689,1040-8703,Journal Article,2017/02/01
27871327,1744-8603,Journal Article,2016/11/21
27871511,0952-8180,Journal Article,2016/12/01
27872364,0009-9228,Journal Article,2017/03/01
27872736,2035-3006,Journal Article,2016/11/01
27874162,0379-5284,Journal Article,2016/12/01
27875110,1080-6040,Journal Article,2017/02/01
27875460,0029-7844,Journal Article,2016/12/01
27876044,1472-6750,Journal Article,2016/11/22
27876396,0387-7604,Journal Article,2017/04/01
27876484,1049-3867,Journal Article,2017/01/01
27876643,0001-706X,Journal Article,2017/02/01
27876647,0001-706X,Journal Article,2017/02/01
27878100,2220-3249,Journal Article,2016/11/12
27878897,1046-7408,Journal Article,2017/02/01
27880747,0149-2195,News,2016/11/25
27881148,1756-3305,Journal Article,2016/11/24
27881181,1756-3305,Journal Article,2016/11/23
27881434,0959-8138,Journal Article,2016/11/23
27881649,0022-538X,Journal Article,2017/01/18
27882950,2041-1723,Journal Article,2016/11/24
27884405,0092-8674,Journal Article,2016/12/01
27884655,2352-3964,Journal Article,2016/12/01
27885280,1474-1733,Journal Article,2016/11/25
27885509,0141-5492,Journal Article,2017/03/01
27885741,1046-7408,Journal Article,2017/02/01
27885789,1470-0328,,2017/02/01
27886338,1676-5680,Journal Article,2016/11/21
27888265,1757-9759,Editorial,2016/12/01
27889529,0166-3542,Journal Article,2017/01/01
27889615,0168-1702,Journal Article,2017/01/15
27890363,1995-7645,Journal Article,2016/11/01
27890376,1995-7645,Letter,2016/11/01
27891783,1542-0752,Journal Article,2016/11/01
27891785,1542-0752,Editorial,2016/11/01
27891786,1542-0752,Journal Article,2016/11/01
27892990,2168-6181,Journal Article,2017/01/01
27892997,2168-6181,Journal Article,2017/01/01
27893080,0003-4819,Journal Article,2017/01/17
27893824,1932-6203,Journal Article,2016/11/28
27894003,1059-1311,Letter,2017/02/01
27894035,0956-5663,Evaluation Studies,2017/04/15
27894121,0014-3022,Journal Article,2017/01/01
27896560,1867-1071,Comment,2017/02/01
27897973,2050-084X,Journal Article,2016/11/29
27899230,0940-2993,Journal Article,2017/02/01
27899351,0959-8138,Journal Article,2016/11/29
27899620,0305-1048,Journal Article,2017/01/04
27899678,0305-1048,Journal Article,2017/01/04
27900645,1386-7423,Journal Article,2016/11/29
27901259,0004-282X,Journal Article,2016/11/01
27902358,0022-1317,Journal Article,2016/12/01
27902502,0003-2999,Journal Article,2017/01/01
27902932,0166-3542,Journal Article,2017/01/01
27902933,0166-3542,Journal Article,2017/01/01
27903317,0950-2688,Journal Article,2017/03/01
27904600,1735-1995,Journal Article,2016/07/29
27905267,2047-7724,Editorial,2016/01/01
27906864,1040-8703,Journal Article,2017/02/01
27906905,0149-2195,Journal Article,2016/12/02
27908879,0959-8138,News,2016/12/01
27909576,2046-1402,Journal Article,2016/10/14
27911847,0027-8424,Journal Article,2016/12/13
27911897,1935-2727,Journal Article,2016/12/02
27912090,1934-5909,Journal Article,2016/12/01
27912091,1934-5909,Journal Article,2016/12/01
27914465,1471-2458,Letter,2016/12/03
27914622,0001-7310,Letter,2017/03/01
27914626,0001-7310,Letter,2017/03/01
27914834,0161-6420,Journal Article,2017/03/01
27914852,1473-3099,Journal Article,2017/02/01
27915293,0305-1048,Journal Article,2016/12/01
27916339,0891-5245,Journal Article,2017/01/01
27916410,0264-410X,Journal Article,2016/12/01
27916837,1999-4915,Journal Article,2016/11/29
27918261,1025-496X,Journal Article,2016/11/24
27918946,0147-6513,Journal Article,2017/03/01
27919154,1120-9763,Journal Article,2016/11/01
27919709,0166-3542,Journal Article,2017/02/01
27920162,0306-6800,Journal Article,2017/05/01
27921244,0944-1344,Journal Article,2016/12/05
27922001,2041-1723,Journal Article,2016/12/06
27922617,1001-0602,Journal Article,2017/01/01
27923187,1388-2457,Journal Article,2017/01/01
27923889,0142-6338,Journal Article,2017/06/01
27923950,0022-1899,Evaluation Studies,2016/12/15
27926355,1080-6040,Journal Article,2017/02/01
27926933,1935-2727,Journal Article,2016/12/07
27926934,1935-2727,Journal Article,2016/12/07
27927093,0289-0003,Journal Article,2016/12/01
27927858,1058-4838,Journal Article,2017/03/01
27927917,0095-1137,Journal Article,2017/02/01
27929218,0002-838X,Journal Article,2016/10/01
27929451,1661-7827,Journal Article,2016/12/06
27929575,1478-2715,Comment,2016/06/01
27930336,0027-8424,Journal Article,2016/12/20
27930650,1935-2727,Journal Article,2016/12/08
27930910,0896-6273,Journal Article,2016/12/07
27932442,0268-1161,Journal Article,2017/01/01
27932779,0149-2195,Journal Article,2016/12/09
27933090,1664-8021,Journal Article,2016/11/23
27934714,0036-8075,Journal Article,2016/12/02
27934740,0036-8075,Editorial,2016/12/02
27934765,0036-8075,Journal Article,2016/12/02
27934884,2045-2322,Journal Article,2016/12/09
27934901,2045-2322,Journal Article,2016/12/09
27936448,1879-6257,Journal Article,2017/02/01
27937012,1750-8460,Journal Article,2016/12/02
27939402,0140-6736,Comment,2017/01/07
27939768,1201-9712,Journal Article,2017/01/01
27940580,0036-8075,Journal Article,2016/12/23
27940708,0031-4005,Journal Article,2016/12/01
27940942,1058-4838,Journal Article,2017/03/01
27941545,1049-2275,Journal Article,2017/01/01
27942961,0932-0113,Journal Article,2017/02/01
27955630,1471-2334,Journal Article,2016/12/12
27959260,1080-6040,Journal Article,2017/03/01
27959695,0028-4793,Letter,2016/12/29
27960068,0028-4793,Comment,2016/12/15
27960197,0098-7484,Journal Article,2017/01/03
27960198,0098-7484,Comment,2017/01/03
27966238,1046-7408,Journal Article,2017/02/01
27966802,1046-7408,Journal Article,2017/02/01
27966815,1046-7408,Journal Article,2017/02/01
27966962,0022-2623,Journal Article,2017/01/12
27974058,0007-4853,Journal Article,2017/08/01
27974556,0022-538X,Journal Article,2017/01/31
27974560,0022-538X,Journal Article,2017/01/31
27974667,1946-6234,Journal Article,2016/12/14
27976454,1046-7408,Journal Article,2017/02/01
27977308,1044-5498,Journal Article,2017/02/01
27977548,0891-3668,Journal Article,2017/03/01
27977645,0149-2195,Journal Article,2016/12/16
27977671,1935-2727,Journal Article,2016/12/15
27977881,0364-5134,Journal Article,2017/01/01
27978904,0376-2491,Journal Article,2016/12/06
27979342,1474-4422,Journal Article,2017/01/01
27980884,2165-8218,Journal Article,2016/12/01
27981937,1022-386X,Journal Article,2016/11/01
27982119,2045-2322,Journal Article,2016/12/16
27982288,0102-311X,Letter,2016/11/01
27982355,0036-4665,Journal Article,2016/12/08
27984418,0196-206X,Journal Article,2017/01/01
27986688,1058-4838,Journal Article,2017/01/15
27987206,0041-1132,Journal Article,2017/03/01
27988410,1201-9712,Journal Article,2017/02/01
27989237,1741-7015,Editorial,2016/12/19
27990003,1881-7815,Journal Article,2017/01/16
27990081,1052-1372,Journal Article,2016/12/01
27990321,2157-3999,Journal Article,2016/05/31
27991555,2045-2322,Journal Article,2016/12/19
27993851,0066-4804,Journal Article,2017/02/23
27993855,0066-4804,Journal Article,2017/02/23
27994145,0027-8424,Journal Article,2017/01/03
27994281,0042-9686,Journal Article,2016/12/01
27994533,1660-3796,Journal Article,2016/11/01
27995511,1541-6933,Journal Article,2017/06/01
27997330,1080-6040,Journal Article,2017/04/01
27997333,1080-6040,Journal Article,2017/04/01
