pmcid,issn,pubtype,pubdate,summary
4946541,0370-8179,Biography,1971-03-01,"Vraćević M.[Zika b. Marković, M.D. (19 September 1889--3 September 1970)]. Srp Arh Celok Lek. 1971 Mar; 99(3):209-11. "
27331661,0028-4793,Letter,2016-07-28,"Aiken AR, Scott JG, Gomperts R, Trussell J, Worrell M, Aiken CE.Requests for Abortion in Latin America Related to Concern about Zika Virus Exposure. N Engl J Med. 2016 Jul 28; 375(4):396-8. "
27332784,0028-4793,Letter,2016-07-28,"Furtado JM, Espósito DL, Klein TM, Teixeira-Pinto T, da Fonseca BA.Uveitis Associated with Zika Virus Infection. N Engl J Med. 2016 Jul 28; 375(4):394-6. "
27333025,2352-3964,Letter,2016-07-01,Paul RE.The When and the Where of Zika Epidemic Potential in Europe - An Evidence Base for Public Health Preparedness. EBioMedicine. 2016 Jul; 9:17-18. 
27334910,0959-8138,News,2016-06-22,"Mayor S.Abortion requests increase in Latin America after Zika warning, figures show. BMJ. 2016 Jun 22; 353:i3492. "
27339992,2214-109X,Editorial,2016-07-01,The Lancet Global Health.The right(s) approach to Zika. Lancet Glob Health. 2016 Jul; 4(7):e427. 
27347853,1080-6040,Letter,2016-09-01,"Matheus S, Boukhari R, Labeau B, Ernault V, Bremand L, Kazanji M, Rousset D.Specificity of Dengue NS1 Antigen in Differential Diagnosis of Dengue and Zika Virus Infection. Emerg Infect Dis. 2016 Sep; 22(9):1691-3. "
27352748,1473-3099,Letter,2016-07-01,"Nicastri E, Castilletti C, Di Caro A, Capobianchi MR, Ippolito G.Diagnosis of Zika virus infection in pregnant women travelling to or residing in endemic areas. Lancet Infect Dis. 2016 Jul; 16(7):771-772. "
27352749,1473-3099,Letter,2016-07-01,"de Souza Campos Fernandes RC, de Souza TL, Medina-Acosta E.Congenital Zika syndrome in Brazil. Lancet Infect Dis. 2016 Jul; 16(7):772. "
27352750,1473-3099,Letter,2016-07-01,"Vouga M, Musso D, Panchaud A, Baud D.Clinical management of pregnant women exposed to Zika virus. Lancet Infect Dis. 2016 Jul; 16(7):773. "
27353042,0959-8138,News,2016-06-28,Dyer O.Trials of Zika vaccine are set to begin in North America. BMJ. 2016 Jun 28; 353:i3588. 
27353814,0140-6736,Comment,2016-06-25,"Avelino-Silva VI, Martin JN.Association between Guillain-Barré syndrome and Zika virus infection. Lancet. 2016 Jun 25; 387(10038):2599. "
27353815,0140-6736,Comment,2016-06-25,"Bautista LE, Sethi AK.Association between Guillain-Barré syndrome and Zika virus infection. Lancet. 2016 Jun 25; 387(10038):2599-600. "
27353817,0140-6736,Comment,2016-06-25,"Fontanet A, Cao-Lormeau VM, Dub T, Mallet HP, Ghawché F.Association between Guillain-Barré syndrome and Zika virus infection - Authors' reply. Lancet. 2016 Jun 25; 387(10038):2600. "
27355409,0028-4793,Comment,2016-07-21,"Petersen LR, Jamieson DJ, Honein MA.Zika Virus. N Engl J Med. 2016 Jul 21; 375(3):294-5. "
27355411,0028-4793,Comment,2016-07-21,"Kass DE, Merlino M.Zika Virus. N Engl J Med. 2016 Jul 21; 375(3):294. "
27356247,0028-8446,Editorial,2016-04-01,"Jennings LC, Mackenzie JS.Zika virus threat. N Z Med J. 2016 Apr 1; 129(1432):10-5. "
27364179,1641-9251,Letter,2016-01-01,Wiwanitkit V.Zika virus infection: what should we not forget? Int Marit Health. 2016; 67(2):125. 
27364879,0929-6646,Comment,2016-09-01,"Wiwanitkit S, Wiwanitkit V.Imported Thai patient with Zika virus to Taiwan: What else should be known and discussed? J Formos Med Assoc. 2016 Sep; 115(9):822. "
27367466,1080-6040,Letter,2016-09-01,"Müller JA, Harms M, Schubert A, Jansen S, Michel D, Mertens T, Schmidt-Chanasit J, Münch J.Inactivation and Environmental Stability of Zika Virus. Emerg Infect Dis. 2016 Sep; 22(9):1685-7. "
27515384,0959-8138,News,2016-08-11,Collucci C.Brazil to investigate if other factors act with Zika to cause congenital defects. BMJ. 2016 Aug 11; 354:i4439. 
27372396,0140-6736,Comment,2016-08-27,"Heukelbach J, Werneck GL.Surveillance of Zika virus infection and microcephaly in Brazil. Lancet. 2016 Aug 27; 388(10047):846-7. "
27372399,0140-6736,Comment,2016-08-27,"Roberts DJ, Frosch MP.Zika and histopathology in first trimester infections. Lancet. 2016 Aug 27; 388(10047):847-9. "
27373766,0163-4453,Letter,2016-09-01,"Wu D, Sun J, Zhong H, Guan D, Zhang H, Tan Q, Zhou H, Ning D, Ke C, Song T, Lin J, Zhang Y, Koopmans M, Gao GF.A family cluster of imported ZIKV cases: Viremia period may be longer than previously reported. J Infect. 2016 Sep; 73(3):300-3. "
27378033,1471-8731,Editorial,2016-08-01,"Diniz D.Zika virus, women and ethics. Dev World Bioeth. 2016 Aug; 16(2):62-3. "
27381219,2222-1751,Letter,2016-07-06,"Shi W, Zhang Z, Ling C, Carr MJ, Tong Y, Gao GF.Increasing genetic diversity of Zika virus in the Latin American outbreak. Emerg Microbes Infect. 2016 Jul 6; 5:e68. "
27383948,0028-0836,Editorial,2016-07-07,Use Zika to renew focus on birth-defect research. Nature. 2016 Jul 7; 535(7610):8. 
27383962,0028-0836,News,2016-07-07,Butler D.Zika raises profile of more common birth-defect virus. Nature. 2016 Jul 7; 535(7610):17. 
27389990,0041-1132,Editorial,2016-07-01,"Kuehnert MJ, Epstein JS.Assuring blood safety and availability: Zika virus, the latest emerging infectious disease battlefront. Transfusion. 2016 Jul; 56(7):1669-72. "
27391568,1536-0903,News,2016-08-01,NANN Provides Education About Neonatal Abstinence Syndrome and Zika Virus Infection and Prepares Neonatal Nurses to Be Advocates for Their Profession and Their Patients. Adv Neonatal Care. 2016 Aug; 16(4):252-3. 
27392219,1934-5909,Comment,2016-07-07,"Rossi SL, Vasilakis N.Modeling Zika Virus Infection in Mice. Cell Stem Cell. 2016 Jul 7; 19(1):4-6. "
27393106,1995-7645,Letter,2016-07-01,"Joob B, Wiwanitkit V.Humidity that is appropriate for Zika virus infection: A summary from Thai cases. Asian Pac J Trop Med. 2016 Jul; 9(7):721. "
27404665,1477-8939,Letter,2016-01-01,"Calleri G, Burdino E, Bonora S, Raso R, Ghisetti V, Caramello P.Zika virus infection in two travelers returning from an epidemic area to Italy, 2016: Algorithm for diagnosis and recommendations. Travel Med Infect Dis. 2016 Sep - Oct; 14(5):506-508. "
27412023,0210-0010,Letter,2016-08-01,"Popuche-Piscoya D, Santana-Bazalar D, Malca-Tello N.[Epidemiology and neurological complications of infection by the Zika virus: a new emerging neurotropic virus]. Rev Neurol. 2016 Aug 1; 63(3):143. "
27412024,0210-0010,Letter,2016-08-01,Carod-Artal FJ.[Epidemiology and neurological complications of infection by the Zika virus: a new emerging neurotropic virus. Reply]. Rev Neurol. 2016 Aug 1; 63(3):143-4. 
27414496,1931-3128,Comment,2016-07-13,"Adibi JJ, Zhao Y, Cartus AR, Gupta P, Davidson LA.Placental Mechanics in the Zika-Microcephaly Relationship. Cell Host Microbe. 2016 Jul 13; 20(1):9-11. "
27419889,0014-6722,Editorial,2016-01-01,Riera F.[Zika virus infection]. Rev Fac Cien Med Univ Nac Cordoba. 2016; 73(1):5-7. 
27427201,1473-3099,Letter,2016-09-01,"Prisant N, Bujan L, Benichou H, Hayot PH, Pavili L, Lurel S, Herrmann C, Janky E, Joguet G.Zika virus in the female genital tract. Lancet Infect Dis. 2016 Sep; 16(9):1000-1001. "
27434194,1080-6040,Letter,2016-10-01,"Aliota MT, Peinado SA, Osorio JE, Bartholomay LC.Culex pipiens and Aedes triseriatus Mosquito Susceptibility to Zika Virus. Emerg Infect Dis. 2016 Oct; 22(10):1857-9. "
27434361,0167-5273,Letter,2016-10-15,"Krittanawong C, Zhang H, Sun T.Cardiovascular complications after Zika virus infection. Int J Cardiol. 2016 Oct 15; 221:859. "
27435517,0025-7753,Editorial,2016-08-05,"Trilla A, Trilla-Aymerich G.[Zika virus: travel, mosquitoes and Olympic Games]. Med Clin (Barc). 2016 Aug 5; 147(3):113-5. "
27435990,0959-8138,News,2016-07-19,McCarthy M.US Congress fails to agree Zika virus funding before summer break. BMJ. 2016 Jul 19; 354:i3991. 
27438084,1674-0769,Biography,2016-08-01,"Zhou H, Eaton B, Hu Z, Arif B.Accidental discovery and isolation of Zika virus in Uganda and the relentless epidemiologist behind the investigations. Virol Sin. 2016 Aug; 31(4):357-61. "
27441334,,Practice Guideline,2016-01-01,2016;  
27441778,1600-6135,Editorial,2016-08-01,"Vasquez AM, Sapiano MR, Basavaraju SV, Kuehnert MJ, Rivera-Garcia B.Survey of Blood Collection Centers and Implementation of Guidance for Prevention of Transfusion-Transmitted Zika Virus Infection - Puerto Rico, 2016. Am J Transplant. 2016 Aug; 16(8):2487-90. "
27443350,1664-302X,Comment,2016-06-28,"Craig AT, Paterson BJ, Durrheim DN.Commentary: Zika Virus: the Latest Newcomer. Front Microbiol. 2016; 7:1028. "
27447397,1025-496X,Editorial,2016-07-14,Note from the editors: Articles on Zika preparedness. Euro Surveill. 2016 Jul 14; 21(28) 
27454745,1080-6040,Letter,2016-10-01,"Harrower J, Kiedrzynski T, Baker S, Upton A, Rahnama F, Sherwood J, Huang QS, Todd A, Pulford D.Sexual Transmission of Zika Virus and Persistence in Semen, New Zealand, 2016. Emerg Infect Dis. 2016 Oct; 22(10):1855-7. "
27458114,0959-8138,News,2016-07-22,Dyer O.US probes first apparent non-sexual person-to-person Zika transmission and first domestic outbreak. BMJ. 2016 Jul 22; 354:i4107. 
27460685,1473-3099,Letter,2016-09-01,Attaran A.Zika virus and the 2016 Olympic Games. Lancet Infect Dis. 2016 Sep; 16(9):1001-1003. 
27460686,1473-3099,Letter,2016-09-01,"McConnell J, de Ambrogi M, Cleghorn S, Sekkides O.Zika virus and the 2016 Olympic Games - Editors' reply. Lancet Infect Dis. 2016 Sep; 16(9):1003-1004. "
27462882,1679-4508,Editorial,2016-04-01,"Bueno MA, Grunspun H.Bioethical considerations at times of Zika virus. Einstein (Sao Paulo). 2016 Apr-Jun; 14(2):13-8. "
27463941,0028-4793,Letter,2016-09-08,"van der Eijk AA, van Genderen PJ, Verdijk RM, Reusken CB, Mögling R, van Kampen JJ, Widagdo W, Aron GI, GeurtsvanKessel CH, Pas SD, Raj VS, Haagmans BL, Koopmans MP.Miscarriage Associated with Zika Virus Infection. N Engl J Med. 2016 Sep 8; 375(10):1002-4. "
27464857,0379-5284,Editorial,2016-08-01,Al-Abdely HM.Zika. An emerging teratogenic virus. Saudi Med J. 2016 Aug; 37(8):831-3. 
27466104,0028-0836,News,2016-07-28,Butler D.Brazil asks whether Zika acts alone to cause birth defects. Nature. 2016 Jul 28; 535(7613):475-6. 
27470244,1058-4838,Letter,2016-11-01,"Matheron S, d'Ortenzio E, Leparc-Goffart I, Hubert B, de Lamballerie X, Yazdanpanah Y.Long-Lasting Persistence of Zika Virus in Semen. Clin Infect Dis. 2016 Nov 1; 63(9):1264. "
27471296,0036-8075,Letter,2016-07-29,"de Oliveira JR, Moura DA.Clarifying samples in Zika analyses. Science. 2016 Jul 29; 353(6298):452. "
27475896,2352-3964,Letter,2016-08-01,"Maestre AM, Fernández-Sesma A.Finding Clues for Congenital Zika Syndrome: Zika Virus Selective Infection of Immature Neurons. EBioMedicine. 2016 Aug; 10:7-8. "
27476019,0755-4982,Letter,2016-10-01,"Aletti M, Doutrelon C, Cournac JM, Soler C, Lecoules S.[Zika virus maculopapular exanthema in traveller returning from Martinique to Mainland France]. Presse Med. 2016 Oct; 45(10):939-940. "
27477155,0140-6736,Letter,2016-07-23,"Meda N, Salinas S, Kagoné T, Simonin Y, Van de Perre P.Zika virus epidemic: Africa should not be neglected. Lancet. 2016 Jul 23; 388(10042):337-338. "
27477156,0140-6736,Comment,2016-07-23,"Freitas ARR, Napimoga MH, Donalisio MR.Could clinical symptoms be a predictor of complications in Zika virus infection? Lancet. 2016 Jul 23; 388(10042):338. "
27477157,0140-6736,Comment,2016-07-23,"Cauchemez S, Besnard M, Garel C, Fontanet A, Mallet HP.Could clinical symptoms be a predictor of complications in Zika virus infection? - Authors' reply. Lancet. 2016 Jul 23; 388(10042):338-339. "
27477981,1473-3099,Letter,2016-08-01,"Mansuy JM, Pasquier C, Daudin M, Chapuy-Regaud S, Moinard N, Chevreau C, Izopet J, Mengelle C, Bujan L.Zika virus in semen of a patient returning from a non-epidemic area. Lancet Infect Dis. 2016 Aug; 16(8):894-5. "
27480043,0140-6736,Comment,2016-08-13,"Massad E, Coutinho FA, Wilder-Smith A.The olympically mismeasured risk of Zika virus in Rio de Janeiro - Authors' reply. Lancet. 2016 Aug 13; 388(10045):658-9. "
27480044,0140-6736,Comment,2016-08-13,"Attaran A, Caplan A, Igel L.The olympically mismeasured risk of Zika virus in Rio de Janeiro. Lancet. 2016 Aug 13; 388(10045):657-8. "
27480321,0959-8138,News,2016-08-01,McCarthy M.Four in Florida are infected with Zika from local mosquitoes. BMJ. 2016 Aug 1; 354:i4235. 
27482562,0028-4793,Comment,2016-07-21,"FitzSimmons J, Shah S.Zika Virus. N Engl J Med. 2016 Jul 21; 375(3):293-4. "
27485955,0960-7692,Letter,2017-05-01,"Schaub B, Monthieux A, Najioullah F, Adenet C, Muller F, Césaire R.Persistent maternal Zika viremia: a marker of fetal infection. Ultrasound Obstet Gynecol. 2017 May; 49(5):658-660. "
27492074,0195-6108,Editorial,2016-08-04,"Poretti A, Huisman TA.Neuroimaging Findings in Congenital Zika Syndrome. AJNR Am J Neuroradiol. 2016 Aug 4;  "
27493161,0036-8075,News,2016-08-05,Cohen J.INFECTIOUS DISEASE. Zika vaccine has a good shot. Science. 2016 Aug 5; 353(6299):529-30. 
27495823,1356-5524,Comment,2016-10-01,Bhadelia N.Prospective cohort study of pregnant Brazilian women elucidates link between Zika virus infection and fetal abnormalities. Evid Based Med. 2016 Oct; 21(5):193. 
27503033,0366-6999,Letter,2016-08-20,"Zhong YB, Liu XQ, Deng YC, Xu PH, Zhong GR, Zhang W.First Case of Laboratory-confirmed Zika Virus Infection Imported into China. Chin Med J (Engl). 2016 Aug 20; 129(16):2013-4. "
27507741,0140-6736,Editorial,2016-07-30,Halting the Olympics-Zika virus bandwagon. Lancet. 2016 Jul 30; 388(10043):437. 
27507747,0140-6736,News,2016-07-30,Maurice J.The Zika virus public health emergency: 6 months on. Lancet. 2016 Jul 30; 388(10043):449-50. 
27508289,0379-5284,News,2016-04-01,"WHO AND EXPERTS PRIORITIZE VACCINES, DIAGNOSTICS AND INNOVATIVE VECTOR CONTROL TOOLS FOR ZIKA R&amp;D. Saudi Med J. 2016 Apr; 37(4):471-2. "
27508290,0379-5284,News,2016-04-01,WHO SUPPORTS CABO VERDE IN MANAGING ZIKA VIRUS. Saudi Med J. 2016 Apr; 37(4):470-1. 
27517108,0172-4614,Letter,2016-04-01,"Sotiriadis A, Martins WP, Lima JC, Chatzistamatiou K.A mild pathogen turned ugly: Zika virus and the case with microcephaly. Ultraschall Med. 2016 Apr; 37(2):212-3. "
27518688,0028-4793,Published Erratum,2016-08-04,Zika and the Risk of Microcephaly. N Engl J Med. 2016 Aug 4; 375(5):498. 
27526490,0026-6396,Editorial,2016-06-01,Lampton LM.The Coming Storm of Zika. J Miss State Med Assoc. 2016 Jun; 57(6):172. 
27532234,0167-5273,Letter,2016-11-15,Wiwanitkit V.Cardiovascular complications of Zika virus infection. Int J Cardiol. 2016 Nov 15; 223:53. 
27532622,0028-4793,Letter,2016-09-15,"Motta IJ, Spencer BR, Cordeiro da Silva SG, Arruda MB, Dobbin JA, Gonzaga YB, Arcuri IP, Tavares RC, Atta EH, Fernandes RF, Costa DA, Ribeiro LJ, Limonte F, Higa LM, Voloch CM, Brindeiro RM, Tanuri A, Ferreira OC Jr.Evidence for Transmission of Zika Virus by Platelet Transfusion. N Engl J Med. 2016 Sep 15; 375(11):1101-3. "
27532747,1415-790X,Editorial,2016-04-01,Zika virus: challenges of public health in Brazil. Rev Bras Epidemiol. 2016 Apr-Jun; 19(2):225-8. 
27533717,1080-6040,Letter,2016-09-01,"Tsuboi M, Kutsuna S, Kato Y, Nakayama E, Shibasaki K, Tajima S, Takasaki T, Katanami Y, Yamamoto K, Takeshita N, Hayakawa K, Kanagawa S, Ohmagari N.Autochthonous Chikungunya Fever in Traveler Returning to Japan from Cuba. Emerg Infect Dis. 2016 Sep; 22(9):1683-5. "
27535512,0028-0836,News,2016-08-18,Reardon S.Mosquito guns and heavy fines: how Cuba kept Zika at bay for so long. Nature. 2016 Aug 18; 536(7616):257-8. 
27538400,1434-1816,Letter,2016-12-01,"Dos Santos Oliveira SJG, de Melo ES, Reinheimer DM, Gurgel RQ, Santos VS, Martins-Filho PRS.Anxiety, depression, and quality of life in mothers of newborns with microcephaly and presumed congenital Zika virus infection. Arch Womens Ment Health. 2016 Dec; 19(6):1149-1151. "
27539802,2214-109X,Letter,2016-09-01,"de Sá TH, Reis-Santos B, Rodrigues LC.Zika outbreak, mega-events, and urban reform. Lancet Glob Health. 2016 Sep; 4(9):e603. "
27540152,0036-8075,Comment,2016-08-19,"Speer SD, Pierson TC.VIROLOGY. Diagnostics for Zika virus on the horizon. Science. 2016 Aug 19; 353(6301):750-1. "
27553292,0959-8138,News,2016-08-23,Collucci C.Joint research projects will focus on social impact of Zika in Brazil. BMJ. 2016 Aug 23; 354:i4624. 
27556748,0098-7484,News,2016-09-27,Lyon J.Zika: Worse Than Thalidomide? JAMA. 2016 Sep 27; 316(12):1246-8. 
27558313,1090-3798,Letter,2016-11-01,"Leyser M, de Camargo OK, Matta AP, Vasconcelos MM, Nascimento OJ.The International Classification of Functioning framework in Zika-related disabilities. Eur J Paediatr Neurol. 2016 Nov; 20(6):946-947. "
27562089,0959-8138,News,2016-08-25,Collucci C.Brazilian attorneys demand abortion rights for women infected with Zika. BMJ. 2016 Aug 25; 354:i4657. 
27567120,1058-4838,Letter,2016-11-01,"Cunha BA, Apostolopoulou A, Sivarajah T, Klein NC.Facial Puffiness in a Returning Traveler From Puerto Rico: Chikungunya, Dengue Fever, or Zika Virus? Clin Infect Dis. 2016 Nov 1; 63(9):1264-1265. "
27570082,2352-3026,Editorial,2016-09-01,The Lancet Haematology.Blood donation and Zika virus. Lancet Haematol. 2016 Sep; 3(9):e398. 
27572177,2058-5276,Editorial,2016-02-15,Don't wait to share data on Zika. Nat Microbiol. 2016 Feb 15; 1:16028. 
27573074,1052-9276,Editorial,2016-09-01,Griffiths P.Zika circumnavigates the globe to go for gold. Rev Med Virol. 2016 Sep; 26(5):307-8. 
27573961,1472-0795,Letter,2016-08-01,Wiwanitkit V.Risk prevention key in tackling Zika virus. Nurs Older People. 2016 Aug; 28(7):15. 
27579558,0028-4793,Letter,2016-10-20,"Dos Santos T, Rodriguez A, Almiron M, Sanhueza A, Ramon P, de Oliveira WK, Coelho GE, Badaró R, Cortez J, Ospina M, Pimentel R, Masis R, Hernandez F, Lara B, Montoya R, Jubithana B, Melchor A, Alvarez A, Aldighieri S, Dye C, Espinal MA.Zika Virus and the Guillain-Barré Syndrome - Case Series from Seven Countries. N Engl J Med. 2016 Oct 20; 375(16):1598-1601. "
27579616,1949-2553,Editorial,2016-09-27,"Silverstein PS, Aljouda NA, Kumar A.Recent developments in vertical transmission of ZIKA virus. Oncotarget. 2016 Sep 27; 7(39):62797-62798. "
27581052,0959-8138,News,2016-08-31,Dyer O.Outbreak of Zika in Singapore sparks warnings in neighbouring countries. BMJ. 2016 Aug 31; 354:i4740. 
27582188,0028-0836,Comment,2016-09-01,Zika response must not drain research funds. Nature. 2016 Sep 1; 537(7618):7. 
27586510,1477-8939,Letter,2016-01-01,"Gundacker ND, Rodriguez JM.Does the Zika virus outbreak provide an educational opportunity for STI prevention in the pre-travel setting? Travel Med Infect Dis. 2016 Sep - Oct; 14(5):509. "
27597462,0140-6736,Letter,2016-08-27,"de Laval F, Matheus S, Maquart M, Yvrard E, Barthes N, Combes C, Rousset D, Leparc-Goffart I, Briolant S.Prospective Zika virus disease cohort: systematic screening. Lancet. 2016 Aug 27; 388(10047):868. "
27599795,1201-9712,Editorial,2016-10-01,"Torres JR, Murillo J, Bofill L.The ever changing landscape of Zika virus infection. Learning on the fly. Int J Infect Dis. 2016 Oct; 51:123-126. "
27604081,1741-7015,Editorial,2016-09-07,"Zumla A, Alagaili AN, Cotten M, Azhar EI.Infectious diseases epidemic threats and mass gatherings: refocusing global attention on the continuing spread of the Middle East Respiratory syndrome coronavirus (MERS-CoV). BMC Med. 2016 Sep 7; 14(1):132. "
27609128,0959-8138,News,2016-09-08,"Gulland A.Men and women should practise safe sex for six months to avoid Zika, says WHO. BMJ. 2016 Sep 8; 354:i4897. "
27609862,0036-8075,Editorial,2016-09-09,Osterholm MT.Ebola and Zika: Cautionary tales. Science. 2016 Sep 9; 353(6304):1073. 
27609872,0036-8075,Comment,2016-09-09,"Lipsitch M, Cowling BJ.Zika vaccine trials. Science. 2016 Sep 9; 353(6304):1094-5. "
27610070,1658-3639,Editorial,2016-07-01,Naeem Z.Zika - Global Concern. Int J Health Sci (Qassim). 2016 Jul; 10(3):V-VII. 
27617189,2211-3355,Editorial,2016-08-12,"Yang YT, Sarfaty M.Zika virus: A call to action for physicians in the era of climate change. Prev Med Rep. 2016 Dec; 4:444-6. "
27617352,1080-6040,Letter,2016-12-01,"Nicastri E, Castilletti C, Balestra P, Galgani S, Ippolito G.Zika Virus Infection in the Central Nervous System and Female Genital Tract. Emerg Infect Dis. 2016 Dec; 22(12):2228-2230. "
27617732,1087-2108,Letter,2016-07-15,"Singh RK, Atanelov Z, Aabodi N, Koo J.A Quick Review of the Cutaneous Findings of the Zika Virus. Dermatol Online J. 2016 Jul 15; 22(7) "
27625288,0028-3886,Letter,2016-09-01,"Hajra A, Bandyopadhyay D, Hajra SK.Zika virus: New interest in neurology. Neurol India. 2016 Sep-Oct; 64(5):1102-4. "
27626161,0004-2749,Letter,2016-07-01,Wiwanitkit V.Ocular finding in Zika virus infectionResponse letter: Serological evidence confirms the presumed diagnosis of Zika virus congenital infection in infants with microcephaly and ocular findingsZika virus outbreak in the Americas: the need for novel mosquito control methodsThe Brazilian Zika virus strain causes birth defects in experimental modelsOphthalmologic findings in infants with microcephaly and presumable intra-uterus Zika virus infectionZika virus in Brazil and macular atrophy in a child with microcephalyVariables related to the ophthalmoscopic findings identified in infants with presumed Zika virus congenital infection. Arq Bras Oftalmol. 2016 Jul-Aug; 79(4):280. 
27629599,0959-8138,Letter,2016-09-14,"Gérardin P, Randrianaivo H, Schaub B, Césaire R, Doray B, LaBeaud AD.Congenital Zika syndrome: time to move from case series to case-control studies and data sharing. BMJ. 2016 Sep 14; 354:i4850. "
27633426,2214-109X,Letter,2016-10-01,Saenz C.Zika virus: ethics preparedness for old and new challenges. Lancet Glob Health. 2016 Oct; 4(10):e686. 
27639453,1201-9712,Letter,2016-10-01,"Torres JR, Martínez N, Moros Z.Microhematospermia in acute Zika virus infection. Int J Infect Dis. 2016 Oct; 51:127. "
27650293,1808-8694,Letter,2017-01-01,Wiwanitkit V.Hearing loss in congenital Zika virus. Braz J Otorhinolaryngol. 2017 Mar - Apr; 83(2):239. 
27650447,0301-1623,Letter,2016-12-01,Wiwanitkit V.Urine-based molecular diagnosis of Zika virus. Int Urol Nephrol. 2016 Dec; 48(12):2023. 
27653589,0028-4793,Letter,2016-09-22,"Oliveira DB, Almeida FJ, Durigon EL, Mendes ÉA, Braconi CT, Marchetti I, Andreata-Santos R, Cunha MP, Alves RP, Pereira LR, Melo SR, Neto DF, Mesquita FS, Araujo DB, Favoretto SR, Sáfadi MA, Ferreira LC, Zanotto PM, Botosso VF, Berezin EN.Prolonged Shedding of Zika Virus Associated with Congenital Infection. N Engl J Med. 2016 Sep 22; 375(12):1202-4. "
27653905,0022-510X,Letter,2016-10-15,"Medina MT, England JD, Lorenzana I, Medina-Montoya M, Alvarado D, De Bastos M, Fontiveros S, Sierra M, Contreras F.Zika virus associated with sensory polyneuropathy. J Neurol Sci. 2016 Oct 15; 369:271-272. "
27656170,1664-302X,Comment,2016-09-07,"Saiz JC, Blázquez AB, De Oya NJ, Merino-Ramos T, Martín-Acebes MA, Escribano-Romero E, Vázquez-Calvo Á.Response: Commentary: Zika Virus: the Latest Newcomer. Front Microbiol. 2016; 7:1398. "
27663284,1477-8939,Editorial,2016-01-01,"Ahmed QA, Memish ZA.Hajj 2016: Required vaccinations, crowd control, novel wearable tech and the Zika threat. Travel Med Infect Dis. 2016 Sep - Oct; 14(5):429-432. "
27671098,0146-6615,Letter,2017-01-01,"Tauro LB, Bandeira AC, Ribeiro GS, Reis MG, Pizarro CP, Araujo KA, Castro AP, Queiroz JM, Simon SS, Menezes G, Campos GS, Sardi S.Potential use of saliva samples to diagnose Zika virus infection. J Med Virol. 2017 Jan; 89(1):1-2. "
27676340,1473-3099,Letter,2016-10-01,"Mansuy JM, Suberbielle E, Chapuy-Regaud S, Mengelle C, Bujan L, Marchou B, Delobel P, Gonzalez-Dunia D, Malnou CE, Izopet J, Martin-Blondel G.Zika virus in semen and spermatozoa. Lancet Infect Dis. 2016 Oct; 16(10):1106-7. "
27676341,1473-3099,Letter,2016-10-01,"Purpura LJ, Choi MJ, Rollin PE.Zika virus in semen: lessons from Ebola. Lancet Infect Dis. 2016 Oct; 16(10):1107-8. "
27676342,1473-3099,Letter,2016-10-01,"Arsuaga M, Bujalance SG, Díaz-Menéndez M, Vázquez A, Arribas JR.Probable sexual transmission of Zika virus from a vasectomised man. Lancet Infect Dis. 2016 Oct; 16(10):1107. "
27676343,1473-3099,Letter,2016-10-01,"Musso D, Baud D, Freedman DO.Should testing of donors be restricted to active Zika virus areas? Lancet Infect Dis. 2016 Oct; 16(10):1108-9. "
27679523,1178-6302,Editorial,2016-09-18,"Kelley T, Richards S.Insights into Zika Virus History, Human Health Effects, and Control Measures. Environ Health Insights. 2016; 10:173-4. "
27681219,1641-9251,Letter,2016-01-01,"Kuna A, Gajewski M.Prevention of sexual transmission of Zika virus. Int Marit Health. 2016; 67(3):179-80. "
27681699,0028-4793,Letter,2016-11-10,"Swaminathan S, Schlaberg R, Lewis J, Hanson KE, Couturier MR.Fatal Zika Virus Infection with Secondary Nonsexual Transmission. N Engl J Med. 2016 Nov 10; 375(19):1907-1909. "
27682065,1058-4838,Letter,2017-01-01,"Prisant N, Breurec S, Moriniere C, Bujan L, Joguet G.Zika Virus Genital Tract Shedding in Infected Women of Childbearing age. Clin Infect Dis. 2017 Jan 1; 64(1):107-109. "
27682644,1573-4099,Editorial,2016-01-01,"Bhattacharjee AK, Basak SC.Editorial: Spilled Over Emerging Infectious Diseases Necessitate an Accelerated Drug Design and Discovery Program: Some Comments with Special Reference to Chemoinformatics and the Current Zika Virus Crisis. Curr Comput Aided Drug Des. 2016; 12(4):251-252. "
27687554,0301-1623,Letter,2016-12-01,"Lamb LE, Bartolone SN, Kutluay SB, Robledo D, Porras A, Plata M, Chancellor MB.Reply to the letter: Urine based molecular diagnosis of Zika virus by Viroj Wiwanitkit. Int Urol Nephrol. 2016 Dec; 48(12):2025. "
27688194,0001-7310,Editorial,2016-10-01,Alonso JP.Zika Virus Disease: Should we be Worried? Actas Dermosifiliogr. 2016 Oct; 107(8):625-6. 
27705077,0028-4793,Comment,2016-10-20,"Frontera JA, da Silva IR.Zika Getting on Your Nerves? The Association with the Guillain-Barré Syndrome. N Engl J Med. 2016 Oct 20; 375(16):1581-1582. "
27707728,0959-8138,Letter,2016-10-05,"Baud D, Gérardin P, Merriam A, Alves MP, Musso D, Genton B, Panchaud A.Harness shared data in international Zika registry. BMJ. 2016 Oct 5; 355:i5319. "
27708030,0036-8075,Letter,2016-09-23,Dittmer DP.Zika vaccine: Clinical trial and error? Science. 2016 Sep 23; 353(6306):1375. 
